Código IBGE,Município,Diretoria Regional,Mesorregião,Número de alunos extremamente pobres beneficiários atualmente,Número de famílias extremamente pobres beneficiárias atualmente,Número de alunos extremamente pobres da lista atual que receberam o benefício,"Número de alunos extremamente pobres que receberam o benefício, incluindo os alunos bloqueados",Número de famílias extremamente pobres da lista atual que receberam o benefício,"Número de famílias extremamente pobres que receberam o benefício, incluindo as famílias que têm alunos bloqueados",Número de famílias extremamente pobres da lista atual que receberam o benefício parcialmente,Número de alunos extremamente pobres da lista atual que receberam o benefício parcialmente,Número de famílias extremamente pobres da lista atual que receberam todo o valor do benefício a que tem direito,Número de alunos extremamente pobres da lista atual que receberam todo o valor do benefício a que tem direito,Número de famílias extremamente pobres da lista atual que receberam mais que o valor do benefício,Número de alunos extremamente pobres da lista atual que receberam mais que o valor do benefício,Percentual de alunos extremamente pobres da lista atual que receberam o benefício,Percentual de famílias extremamente pobres da lista atual que receberam o benefício,Total de dinheiro repassado aos beneficiários da lista atual de extremamente pobres,"Total de dinheiro repassado aos beneficiários extremamente pobres, incluindo os bloqueados"
3129806,IBIRITE,Metropolitana,Metropolitana de Belo Horizonte,2728,1927,2654,2744,1870,1900,670,868,1183,1762,17,24,0.9728739002932552,0.9704203425012974,711250,715250
3129905,IBITIURA DE MINAS,Poços de Caldas,Sul/Sudoeste de Minas,34,26,33,33,25,25,2,2,23,31,0,0,0.9705882352941176,0.9615384615384616,9700,9700
3130002,IBITURUNA,São João Del Rei,Oeste de Minas,97,66,94,98,64,66,18,30,45,63,1,1,0.9690721649484536,0.9696969696969697,25400,25600
3130051,ICARAI DE MINAS,Montes Claros,Norte de Minas,858,565,757,765,485,488,28,34,454,720,3,3,0.8822843822843823,0.8584070796460177,224000,224400
3130101,IGARAPE,Metropolitana,Metropolitana de Belo Horizonte,1017,707,907,919,625,629,182,242,441,663,2,2,0.8918387413962635,0.884016973125884,248100,248600
3130200,IGARATINGA,Divinópolis,Oeste de Minas,13,11,10,10,8,8,5,7,3,3,0,0,0.7692307692307693,0.7272727272727273,2250,2250
3130309,IGUATAMA,Divinópolis,Oeste de Minas,136,101,122,125,88,89,47,66,39,53,2,3,0.8970588235294118,0.8712871287128713,30250,30350
3130408,IJACI,São João Del Rei,Campo das Vertentes,159,110,153,155,105,107,45,63,60,90,0,0,0.9622641509433962,0.9545454545454546,39500,39700
3130507,ILICINEA,Passos,Sul/Sudoeste de Minas,121,94,114,115,89,89,35,44,53,69,1,1,0.9421487603305785,0.9468085106382979,29900,29900
3130556,IMBE DE MINAS,Timóteo,Vale do Rio Doce,286,245,265,276,227,232,149,175,77,88,1,2,0.9265734265734266,0.926530612244898,62050,62750
3130606,INCONFIDENTES,Poços de Caldas,Sul/Sudoeste de Minas,31,22,31,31,22,22,2,4,20,27,0,0,1,1,8900,8900
3130655,INDAIABIRA,Salinas,Norte de Minas,483,344,472,479,335,339,86,101,247,369,2,2,0.9772256728778468,0.9738372093023255,131700,132100
3130705,INDIANOPOLIS,Uberlândia,Triângulo Mineiro/Alto Paranaíba,30,28,27,28,25,26,15,17,10,10,0,0,0.9,0.8928571428571429,6400,6500
3130804,INGAI,São João Del Rei,Campo das Vertentes,12,11,12,13,11,11,4,5,6,6,1,1,1,1,3200,3200
3130903,INHAPIM,Governador Valadares,Vale do Rio Doce,1053,850,913,937,738,753,286,326,449,584,3,3,0.8670465337132004,0.8682352941176471,241500,243100
3131000,INHAUMA,Metropolitana,Metropolitana de Belo Horizonte,280,218,239,248,186,192,58,73,127,165,1,1,0.8535714285714285,0.8532110091743119,64500,65200
3131109,INIMUTABA,Curvelo,Central Mineira,247,181,223,229,165,169,47,64,118,159,0,0,0.902834008097166,0.9116022099447514,60400,60900
3131158,IPABA,Timóteo,Vale do Rio Doce,459,327,417,434,295,298,123,165,166,245,6,7,0.9084967320261438,0.9021406727828746,109100,109400
3131208,IPANEMA,Governador Valadares,Vale do Rio Doce,613,462,537,543,396,398,165,207,229,328,2,2,0.8760195758564437,0.8571428571428571,140600,140800
3131307,IPATINGA,Timóteo,Vale do Rio Doce,3422,2563,3369,3486,2519,2570,931,1140,1561,2199,27,30,0.9845119812974868,0.9828326180257511,899550,905450
3131406,IPIACU,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,55,44,55,57,44,45,21,26,23,29,0,0,1,1,13900,14000
3131505,IPUIUNA,Poços de Caldas,Sul/Sudoeste de Minas,84,67,62,62,49,49,28,35,21,27,0,0,0.7380952380952381,0.7313432835820896,15050,15050
3131604,IRAI DE MINAS,Uberlândia,Triângulo Mineiro/Alto Paranaíba,240,191,225,235,178,181,68,84,108,139,2,2,0.9375,0.9319371727748691,59400,59700
3131703,ITABIRA,Timóteo,Metropolitana de Belo Horizonte,925,713,825,841,637,645,313,383,320,435,4,7,0.8918918918918919,0.8934081346423562,209800,210700
3131802,ITABIRINHA,Governador Valadares,Vale do Rio Doce,310,233,223,226,169,170,97,129,72,94,0,0,0.7193548387096774,0.7253218884120172,54000,54100
3131901,ITABIRITO,Metropolitana,Metropolitana de Belo Horizonte,269,204,223,235,167,171,76,98,88,121,3,4,0.828996282527881,0.8186274509803921,57250,57850
3132008,ITACAMBIRA,Montes Claros,Norte de Minas,306,225,300,305,220,224,52,66,167,233,1,1,0.9803921568627451,0.9777777777777777,83500,83900
3132107,ITACARAMBI,Montes Claros,Norte de Minas,579,404,454,467,323,328,77,90,243,358,3,6,0.7841105354058722,0.7995049504950495,127500,128000
3132206,ITAGUARA,Metropolitana,Metropolitana de Belo Horizonte,155,120,147,154,112,113,73,91,37,52,2,4,0.9483870967741935,0.9333333333333333,35250,35350
3132305,ITAIPE,Teófilo Otoni,Vale do Mucuri,830,567,697,705,466,470,139,201,325,494,2,2,0.8397590361445784,0.8218694885361552,189200,189800
3132404,ITAJUBA,Poços de Caldas,Sul/Sudoeste de Minas,595,434,515,536,377,381,143,170,232,341,2,4,0.865546218487395,0.868663594470046,137650,138250
3132503,ITAMARANDIBA,Diamantina,Jequitinhonha,1232,758,1217,1232,746,749,183,276,561,937,2,4,0.9878246753246753,0.9841688654353562,337200,337700
3132602,ITAMARATI DE MINAS,Muriaé,Zona da Mata,12,10,8,10,7,7,4,4,2,3,1,1,0.6666666666666666,0.7,2100,2100
3132701,ITAMBACURI,Teófilo Otoni,Vale do Rio Doce,1176,830,990,1013,693,701,144,185,542,794,7,11,0.8418367346938775,0.8349397590361446,279900,280800
3132800,ITAMBE DO MATO DENTRO,Timóteo,Metropolitana de Belo Horizonte,75,49,75,75,49,49,7,8,42,67,0,0,1,1,21700,21700
3132909,ITAMOGI,Passos,Sul/Sudoeste de Minas,80,62,67,70,51,52,22,28,28,38,1,1,0.8375,0.8225806451612904,17400,17600
3133006,ITAMONTE,Varginha,Sul/Sudoeste de Minas,62,47,45,46,34,34,27,37,7,8,0,0,0.7258064516129032,0.723404255319149,9800,9800
3133105,ITANHANDU,Varginha,Sul/Sudoeste de Minas,82,54,79,79,52,52,30,46,22,33,0,0,0.9634146341463414,0.9629629629629629,19100,19100
3133204,ITANHOMI,Governador Valadares,Vale do Rio Doce,199,153,170,174,132,132,42,52,88,116,2,2,0.8542713567839196,0.8627450980392157,46000,46000
3133303,ITAOBIM,Araçuaí,Jequitinhonha,921,601,832,844,537,543,122,166,414,665,1,1,0.9033659066232356,0.8935108153078203,233000,233900
3133402,ITAPAGIPE,Uberaba,Triângulo Mineiro/Alto Paranaíba,232,175,215,222,161,162,79,102,80,111,2,2,0.9267241379310345,0.92,54500,54600
3133501,ITAPECERICA,Divinópolis,Oeste de Minas,287,192,255,259,172,174,64,89,107,165,1,1,0.8885017421602788,0.8958333333333334,67700,68000
3133600,ITAPEVA,Poços de Caldas,Sul/Sudoeste de Minas,40,34,27,27,22,22,9,11,13,16,0,0,0.675,0.6470588235294118,7000,7000
3133709,ITATIAIUCU,Metropolitana,Metropolitana de Belo Horizonte,159,119,139,143,100,100,27,37,72,100,1,2,0.8742138364779874,0.8403361344537815,38050,38050
3133758,ITAU DE MINAS,Passos,Sul/Sudoeste de Minas,18,17,17,17,16,16,1,1,15,16,0,0,0.9444444444444444,0.9411764705882353,5000,5000
3133808,ITAUNA,Divinópolis,Oeste de Minas,676,490,612,643,439,451,185,244,246,358,8,10,0.9053254437869822,0.8959183673469387,159850,161250
3133907,ITAVERAVA,São João Del Rei,Metropolitana de Belo Horizonte,343,233,343,344,233,234,58,86,175,257,0,0,1,1,94300,94400
3134004,ITINGA,Araçuaí,Jequitinhonha,1038,674,964,975,611,618,58,76,550,884,3,4,0.928709055876686,0.9065281899109793,281900,282600
3134103,ITUETA,Governador Valadares,Vale do Rio Doce,193,154,172,175,136,137,73,87,63,85,0,0,0.8911917098445595,0.8831168831168831,42900,43000
3134202,ITUIUTABA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,319,210,298,313,196,200,102,146,90,146,4,6,0.9341692789968652,0.9333333333333333,75200,75700
3134301,ITUMIRIM,São João Del Rei,Campo das Vertentes,134,84,127,130,80,80,34,46,45,80,1,1,0.9477611940298507,0.9523809523809523,33600,33600
3134400,ITURAMA,Ituiutaba,Triângulo Mineiro/Alto Paranaíba,723,559,606,624,466,471,234,292,226,306,6,8,0.8381742738589212,0.8336314847942755,153150,153650
3134509,ITUTINGA,São João Del Rei,Campo das Vertentes,37,29,34,35,27,28,16,21,11,13,0,0,0.918918918918919,0.9310344827586207,8100,8200
3134608,JABOTICATUBAS,Metropolitana,Metropolitana de Belo Horizonte,312,222,253,256,175,176,89,125,86,128,0,0,0.8108974358974359,0.7882882882882883,63400,63500
3134707,JACINTO,Almenara,Jequitinhonha,562,399,531,545,381,391,122,158,257,370,2,3,0.9448398576512456,0.9548872180451128,143800,144900
3134806,JACUI,Passos,Sul/Sudoeste de Minas,37,27,34,34,24,24,16,24,8,10,0,0,0.918918918918919,0.8888888888888888,7800,7800
3134905,JACUTINGA,Poços de Caldas,Sul/Sudoeste de Minas,28,18,17,17,11,11,5,7,6,10,0,0,0.6071428571428571,0.6111111111111112,4400,4400
3135001,JAGUARACU,Timóteo,Vale do Rio Doce,19,15,19,19,15,15,9,12,6,7,0,0,1,1,4500,4500
3135050,JAIBA,Montes Claros,Norte de Minas,3968,2563,3580,3679,2283,2315,381,520,1871,3020,31,40,0.9022177419354839,0.8907530238002341,1025450,1029450
3135076,JAMPRUCA,Governador Valadares,Vale do Rio Doce,278,208,252,255,186,187,104,142,80,108,2,2,0.9064748201438849,0.8942307692307693,61400,61500
